id	NC1	NC10	NC100	NC101	NC102	NC11	NC12	NC13	NC14	NC16	NC17	NC18	NC19	NC2	NC20	NC21	NC22	NC23	NC24	NC25	NC26	NC27	NC28	NC29	NC3	NC30	NC31	NC32	NC33	NC34	NC35	NC36	NC37	NC38	NC39	NC4	NC40	NC41	NC42	NC43	NC44	NC45	NC46	NC47	NC48	NC49	NC5	NC50	NC51	NC52	NC53	NC54	NC55	NC56	NC57	NC58	NC59	NC6	NC60	NC61	NC62	NC63	NC64	NC65	NC66	NC67	NC68	NC69	NC7	NC70	NC71	NC72	NC73	NC74	NC75	NC76	NC77	NC78	NC79	NC8	NC80	NC81	NC82	NC83	NC84	NC85	NC86	NC87	NC88	NC89	NC9	NC90	NC91	NC92	NC93	NC94	NC95	NC96	NC97	NC98	NC99	NCFSBCneg	NCFSMFneg	NCSTBCneg	NCSTMFneg	St1	St100-St101	St102-St103	St104-St105	St106-St107	St11	St13	St15-St16	St17	St19	St21	St23-St24	St25-St26	St27-St28	St29-St30	St3-St4	St31-St32	St33-St34	St35-St36	St38	St39-St40	St41-St42	St43-St44	St45-St46	St47-St48	St49-St50	St5-St6	St51-St52	St53-St54	St55-St56	St57-St58	St59	St61-St62	St63-St64	St65-St66	St67-St68	St69-St70	St7-St8	St71-St108	St72-St73	St74-St75	St76-St77	St78-St79	St80-St81	St82-St83	St84-St85	St86-St87	St88-St89	St90-St91	St92-St93	St94-St95	St96-St97	St98-St99
BerryCrust_0000341	0	12	0	0	0	2	5	0	5	0	0	3	14	0	11	20	13	0	2	6	5	6	0	0	0	0	0	9	5	0	16	0	0	0	11	0	13	7	2	0	0	0	0	0	0	0	17	0	2	0	4	2	12	7	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	1	0	0	11	0	0	0	0	0	10	1	4	0	7	4	10	9	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	0
BerryCrust_0000342	0	17	0	0	0	1	17	0	11	0	0	5	23	0	27	37	11	0	2	12	6	22	0	1	0	0	0	10	11	0	16	0	0	0	11	0	18	17	15	0	0	0	0	0	0	0	26	0	6	0	8	14	20	14	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	16	0	0	0	0	13	0	0	0	0	2	20	4	6	0	13	11	14	21	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	38	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25	0
BerryCrust_0000343	0	10	0	0	0	4	11	0	9	0	0	1	9	0	11	11	15	0	1	12	2	22	0	0	0	0	0	5	3	0	13	0	0	0	12	0	12	5	2	0	0	0	0	0	0	0	16	0	2	1	2	5	7	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	7	0	0	0	0	0	7	1	5	0	7	6	9	9	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	10	0
BerryCrust_0000344	0	5	0	0	0	2	4	0	4	0	0	4	2	0	8	3	2	0	2	6	0	6	0	0	0	0	0	1	2	0	5	0	0	0	2	0	2	4	0	1	0	0	0	0	0	0	3	0	1	0	5	1	7	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	3	0	0	0	0	0	6	0	3	0	3	1	1	9	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0
BerryCrust_0000345	0	200	0	0	0	38	133	0	115	0	0	52	163	1	219	271	153	0	23	97	69	216	0	0	0	0	0	101	100	0	212	0	0	0	158	0	187	109	54	0	0	0	0	0	0	0	199	0	13	0	59	82	205	124	59	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	177	195	0	0	0	0	135	0	0	0	0	22	154	35	58	1	90	117	120	207	0	0	1	0	0	0	0	377	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	35	277	0	0	0	0	37	0	4	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	276	0
BerryCrust_0000346	0	11	0	0	0	2	12	0	4	0	0	3	5	0	11	12	13	0	1	5	2	10	0	0	0	0	0	3	10	0	6	0	0	0	13	0	14	4	2	0	0	0	0	0	0	0	11	0	1	0	0	6	6	4	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	16	0	0	0	0	7	0	0	0	0	0	5	2	2	0	2	4	4	7	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	12	0
BerryCrust_0000347	0	6	0	0	0	1	6	0	2	0	0	2	3	0	9	10	7	0	3	2	2	9	0	0	0	0	0	8	3	0	8	0	0	0	5	0	10	4	0	0	0	0	0	0	0	0	4	0	2	0	2	2	5	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	4	0	0	0	0	0	7	3	3	0	2	4	7	6	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
BerryCrust_0000348	0	1	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BerryCrust_0000349	0	8	0	0	0	1	6	0	4	0	0	4	14	0	14	23	5	0	5	4	3	20	0	0	0	0	0	2	3	0	18	0	0	0	7	0	11	16	5	0	0	0	0	0	0	0	9	0	1	1	5	5	10	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	12	0	0	0	0	10	0	0	0	0	1	10	0	4	0	4	2	10	14	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0
BerryCrust_0000350	0	8	0	0	0	0	3	0	6	0	0	1	5	0	12	11	2	0	0	4	3	15	0	0	0	0	0	5	1	0	8	0	0	0	1	0	2	7	3	1	0	0	0	0	0	0	7	0	1	0	2	3	8	10	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	5	0	0	0	0	2	5	4	1	0	10	5	9	10	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
BerryCrust_0000351	0	170	0	0	0	29	130	0	90	0	0	38	97	0	152	193	77	0	13	69	69	175	0	0	0	0	0	96	67	0	214	0	0	0	123	0	230	103	37	0	0	0	0	0	0	0	112	0	19	0	55	60	163	115	34	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	133	200	0	0	0	0	84	0	0	0	0	13	160	41	43	0	56	76	41	119	0	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	25	293	0	0	0	0	58	0	2	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	223	0
BerryCrust_0000352	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BerryCrust_0000353	0	27	0	0	0	9	17	0	13	0	0	7	28	0	31	37	29	0	3	17	9	22	0	0	0	0	0	19	15	0	34	0	0	0	17	0	19	12	8	0	0	0	0	1	0	0	22	0	8	0	8	8	33	29	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	20	0	0	0	0	30	0	0	0	0	2	22	5	6	0	15	11	13	21	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	27	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	27	0
BerryCrust_0000354	0	1	0	0	0	0	0	0	1	0	0	0	2	0	2	4	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	3	1	1	0	0	1	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
BerryCrust_0000355	1	4	0	0	0	72	1	0	0	0	0	2	1	0	3	9	3	0	2	1	2	8	0	0	0	0	0	2	4	0	9	0	0	0	1	0	2	2	3	0	0	0	0	0	0	0	4	0	1	0	3	3	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	2	0	0	0	0	1	2	1	1	0	11	2	5	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0
BerryCrust_0000356	0	6	0	0	0	1	0	0	2	0	0	1	5	0	3	1	4	0	0	1	2	1	0	0	0	0	0	3	2	0	3	0	0	0	1	0	2	5	1	0	0	0	0	0	0	0	2	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	3	0	0	0	0	0	1	0	3	0	3	2	2	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
BerryCrust_0000357	0	6	0	0	0	1	4	0	4	0	0	1	3	0	9	10	5	0	1	3	1	4	0	0	0	0	0	4	4	0	5	0	0	0	1	0	5	2	2	0	0	0	0	0	0	0	8	0	0	0	0	4	7	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	5	0	0	0	1	0	7	1	1	0	3	2	4	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0
BerryCrust_0000358	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
BerryCrust_0000359	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	1	2	0	0	2	2	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	36	0	0	0	0	0	11	0	0	16	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	2	0	4	8	0	0	0	0	0	0	40	0	0	0	0	18	0	0	14	34	15	29	20	39	21	0	3	0	14	0	0	0	0	0	0	0	0	0	0	15	16	0	14	17	26	25	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BerryCrust_0000360	0	3	0	0	0	1	5	0	2	0	0	0	7	0	8	4	4	0	0	1	6	3	0	0	0	0	0	4	2	0	5	0	0	0	5	0	8	3	3	0	0	0	0	0	0	0	3	0	1	0	1	1	4	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	4	0	0	0	0	1	4	1	4	0	3	3	5	8	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0
BerryCrust_0000361	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BerryCrust_0000362	0	5	0	0	0	0	1	0	0	0	0	0	0	0	3	3	2	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
BerryCrust_0000363	0	17	0	0	0	2	10	0	11	0	1	5	23	0	15	34	19	0	2	13	3	15	0	0	1	0	0	11	12	0	10	0	0	0	14	0	13	3	4	0	0	0	0	0	0	0	22	0	0	0	5	3	5	8	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	13	0	0	0	0	1	20	5	7	0	13	6	52	28	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	14	0
BerryCrust_0000364	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BerryCrust_0000365	0	2	0	0	0	2	0	0	0	0	0	1	1	0	1	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	3	0	1	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	3	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
BerryCrust_0000366	0	10	0	0	0	1	1	0	6	0	0	3	6	0	10	15	12	0	0	2	1	11	0	0	0	0	0	8	5	0	14	0	0	0	4	0	6	4	4	0	0	0	0	0	0	0	10	0	2	0	5	6	5	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	4	0	0	1	0	2	10	1	3	0	4	3	12	11	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	24	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	8	0
BerryCrust_0000367	0	103	0	0	0	14	71	0	62	1	0	24	89	0	128	133	77	0	11	40	22	94	0	0	0	0	0	45	59	0	72	0	0	0	63	0	60	45	31	0	0	0	0	0	0	0	114	0	7	0	31	29	63	58	25	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	78	0	0	0	0	55	0	0	0	0	10	102	16	32	0	58	43	52	95	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	118	0	0	0	0	19	0	2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	96	0
BerryCrust_0000368	0	2	0	0	0	0	1	0	0	0	0	1	1	1	1	3	2	0	0	2	1	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
BerryCrust_0000369	0	3	0	0	0	0	3	0	2	0	0	0	5	0	11	6	3	0	0	5	0	4	0	0	0	0	0	1	0	0	6	0	0	0	3	0	10	2	0	0	0	0	0	0	0	0	9	0	1	0	1	1	4	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	5	0	0	0	0	2	7	3	3	0	4	3	14	5	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
BerryCrust_0000370	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
BerryCrust_0000371	0	5	0	0	0	1	3	0	2	0	1	1	4	1	5	5	4	0	1	2	2	9	0	0	0	0	0	3	3	0	7	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	5	0	1	0	4	5	8	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	4	0	0	0	0	1	5	0	1	0	7	0	4	5	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0
BerryCrust_0000372	0	6	0	0	0	2	3	0	3	0	0	4	0	0	3	3	3	0	0	1	3	4	0	0	0	0	0	1	1	0	3	0	0	0	7	0	3	3	1	0	0	0	0	0	0	0	2	0	0	0	2	0	2	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	6	0	0	0	0	0	6	0	1	0	5	5	2	9	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
BerryCrust_0000373	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BerryCrust_0000374	0	1	0	0	0	1	2	0	2	0	0	1	3	0	3	4	1	0	1	0	0	3	0	0	0	0	0	1	4	0	2	0	0	0	1	0	2	0	1	1	0	0	0	0	0	0	3	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	2	4	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
BerryCrust_0000375	0	2	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
BerryCrust_0000376	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BerryCrust_0000377	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
BerryCrust_0000378	0	2	0	0	0	1	4	0	2	0	0	3	4	0	5	11	9	0	0	3	4	5	0	0	0	0	0	3	5	0	8	0	0	0	3	0	2	2	2	0	0	0	0	0	0	0	2	0	0	0	1	3	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	3	0	0	0	0	4	0	0	0	0	1	7	0	0	0	2	2	4	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0
BerryCrust_0000379	1	14	0	0	0	2	13	0	8	0	0	4	11	0	13	27	10	0	1	4	2	12	0	0	0	0	0	11	4	0	9	0	0	0	6	0	12	9	0	0	0	0	0	0	0	0	14	0	1	0	8	4	11	12	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	14	0	0	0	0	0	14	5	5	0	9	7	8	20	0	0	0	0	0	1	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	18	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	16	1
BerryCrust_0000380	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
