id	NC1	NC10	NC100	NC101	NC102	NC11	NC12	NC13	NC14	NC16	NC17	NC18	NC19	NC2	NC20	NC21	NC22	NC23	NC24	NC25	NC26	NC27	NC28	NC29	NC3	NC30	NC31	NC32	NC33	NC34	NC35	NC36	NC37	NC38	NC39	NC4	NC40	NC41	NC42	NC43	NC44	NC45	NC46	NC47	NC48	NC49	NC5	NC50	NC51	NC52	NC53	NC54	NC55	NC56	NC57	NC58	NC59	NC6	NC60	NC61	NC62	NC63	NC64	NC65	NC66	NC67	NC68	NC69	NC7	NC70	NC71	NC72	NC73	NC74	NC75	NC76	NC77	NC78	NC79	NC8	NC80	NC81	NC82	NC83	NC84	NC85	NC86	NC87	NC88	NC89	NC9	NC90	NC91	NC92	NC93	NC94	NC95	NC96	NC97	NC98	NC99	NCFSBCneg	NCFSMFneg	NCSTBCneg	NCSTMFneg	St1	St100-St101	St102-St103	St104-St105	St106-St107	St11	St13	St15-St16	St17	St19	St21	St23-St24	St25-St26	St27-St28	St29-St30	St3-St4	St31-St32	St33-St34	St35-St36	St38	St39-St40	St41-St42	St43-St44	St45-St46	St47-St48	St49-St50	St5-St6	St51-St52	St53-St54	St55-St56	St57-St58	St59	St61-St62	St63-St64	St65-St66	St67-St68	St69-St70	St7-St8	St71-St108	St72-St73	St74-St75	St76-St77	St78-St79	St80-St81	St82-St83	St84-St85	St86-St87	St88-St89	St90-St91	St92-St93	St94-St95	St96-St97	St98-St99
MiFish_00214	0	16	0	0	0	0	0	0	3	0	0	3	10	0	15	5	6	0	0	8	11	59	0	0	0	0	0	36	2	0	4	0	0	0	9	0	12	35	12	0	0	0	0	0	0	0	19	0	4	0	12	7	3	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	7	0	0	0	0	5	0	0	0	0	0	4	0	0	0	6	17	10	13	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
MiFish_00215	0	16	0	0	0	0	3	0	21	0	1	3	28	0	30	9	22	0	0	23	18	15	0	0	0	0	0	12	12	0	26	0	0	0	27	0	41	28	28	0	0	0	0	0	0	0	37	0	4	0	15	23	17	22	13	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	15	0	0	0	0	13	0	0	0	0	0	23	1	0	1	10	28	20	24	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
MiFish_00216	0	8	0	0	0	0	9	0	8	0	0	3	25	0	21	20	18	0	0	25	10	30	0	0	0	0	0	12	16	0	16	0	0	0	23	0	14	27	17	0	0	0	0	0	0	0	25	0	4	0	15	16	12	5	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	17	0	0	0	0	8	0	0	0	0	0	11	2	0	0	8	24	19	24	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
MiFish_00217	0	6	0	0	0	0	1	0	4	0	0	3	8	0	18	8	7	0	0	10	8	5	0	0	0	0	0	13	6	0	12	0	0	0	11	0	20	10	18	0	0	0	1	0	0	0	16	0	6	0	14	14	12	12	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	7	0	0	0	0	6	0	0	0	0	0	8	0	0	0	4	16	11	7	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
MiFish_00218	0	7	0	0	0	0	1	0	7	0	0	0	5	0	11	9	7	0	0	10	7	6	0	0	0	0	0	7	5	0	5	0	0	0	4	0	8	6	9	0	0	0	0	0	0	0	19	0	4	0	4	4	3	8	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	3	0	0	0	0	5	0	0	0	0	0	8	0	0	0	5	7	27	12	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
MiFish_00219	0	10	0	0	0	0	2	0	14	0	0	4	15	0	27	12	18	0	0	22	24	19	0	0	0	0	0	22	17	1	45	0	0	0	20	0	48	30	18	0	0	0	0	0	0	0	40	0	7	0	17	17	12	24	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	17	0	0	0	0	21	0	0	0	0	0	22	3	0	0	8	36	17	26	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
MiFish_00220	0	3	0	0	0	0	0	0	2	0	0	1	3	1	3	1	0	0	0	5	3	0	0	0	0	0	0	6	2	0	4	0	0	0	9	0	4	7	6	0	0	0	0	0	0	0	9	0	0	0	4	4	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	1	0	0	0	0	0	4	1	0	0	5	4	4	7	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MiFish_00221	0	3	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	29	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
MiFish_00222	0	12	0	0	0	0	4	0	10	0	0	5	31	0	27	9	20	1	0	30	15	21	0	0	0	0	0	15	13	0	28	0	0	0	31	0	26	35	22	0	0	0	0	0	0	0	36	0	4	0	13	18	12	48	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	13	0	0	0	0	11	1	0	0	0	0	13	2	0	0	16	19	23	27	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
MiFish_00223	0	1	0	0	0	1	3	0	4	0	0	1	6	0	11	7	10	0	0	14	6	6	0	0	0	0	0	5	11	0	6	0	0	0	15	0	6	10	6	0	0	0	0	0	0	0	19	0	1	0	9	5	8	27	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	7	0	0	0	0	7	0	0	0	0	0	4	0	0	0	9	21	7	9	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MiFish_00224	0	15	0	0	0	2	4	0	13	0	0	5	27	0	27	11	14	0	2	23	24	17	0	0	0	0	0	13	17	0	28	0	0	0	23	0	31	20	21	0	0	0	0	0	0	0	49	0	4	0	19	20	19	13	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	12	0	0	0	0	15	0	0	0	0	0	11	1	0	0	10	32	19	35	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
MiFish_00225	0	7	0	0	0	0	2	0	6	0	0	1	8	0	10	50	7	0	0	4	13	5	0	0	0	0	0	6	5	0	6	0	0	0	16	0	7	8	8	0	0	0	0	0	0	0	18	1	5	0	9	6	3	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	3	0	0	0	0	6	0	0	0	0	0	7	0	0	0	2	9	10	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MiFish_00226	0	10	0	0	0	0	3	0	13	0	0	2	18	0	31	12	13	0	2	22	14	10	0	0	0	0	0	10	9	0	17	0	0	0	26	0	20	22	14	0	0	0	0	0	0	0	28	0	12	0	9	12	13	8	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	23	12	0	0	1	0	7	0	0	0	0	0	8	0	0	0	12	19	9	22	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
MiFish_00227	0	2	0	0	0	0	1	0	4	0	0	1	5	0	7	0	9	0	0	7	10	4	0	0	0	0	0	4	4	0	3	0	0	0	3	0	4	5	3	0	0	0	0	0	0	0	5	0	0	0	5	2	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	0	0	3	0	0	0	0	0	2	0	0	0	2	8	2	9	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MiFish_00228	0	11	0	0	0	0	1	0	19	0	0	4	21	0	21	13	22	0	0	19	17	21	0	0	0	0	0	20	17	0	18	0	0	0	16	0	37	25	18	0	0	0	0	0	0	0	38	0	10	0	11	22	13	16	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	13	0	0	0	0	15	0	0	0	0	0	13	0	0	0	19	25	19	17	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
MiFish_00229	0	6	0	0	0	0	5	0	11	0	0	2	12	0	28	12	9	0	1	17	14	17	0	0	0	0	0	13	16	0	21	0	0	0	23	0	27	13	22	0	0	0	0	0	0	0	40	0	5	0	13	20	13	5	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	39	21	0	0	0	0	14	0	0	0	0	0	11	0	0	0	8	32	21	15	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
MiFish_00230	0	4	0	0	0	0	4	0	9	1	0	3	23	0	26	7	4	0	0	17	10	15	0	0	0	0	0	27	14	0	10	0	0	0	13	0	11	15	18	0	0	0	0	0	0	0	34	0	3	0	14	11	14	9	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	12	0	0	0	0	5	0	0	0	0	0	17	0	0	0	8	18	23	22	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
MiFish_00231	0	3	0	0	0	0	0	0	1	0	0	2	3	0	3	2	3	0	0	3	2	2	0	0	0	0	0	2	1	0	3	0	0	0	9	0	1	11	3	0	0	0	0	0	0	0	7	0	1	0	2	3	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	5	3	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MiFish_00232	0	7	0	0	0	1	2	0	5	0	0	1	8	0	4	5	3	0	1	7	3	5	0	0	0	0	0	2	4	0	5	0	0	0	9	0	9	6	2	0	0	0	0	0	0	0	12	0	3	0	3	9	6	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	5	5	7	8	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MiFish_00233	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
MiFish_00234	0	3	0	0	0	0	1	0	3	0	0	0	9	0	5	1	3	0	0	1	9	2	0	0	0	0	0	1	3	0	5	0	0	0	7	0	3	29	2	0	0	0	0	0	0	0	4	0	0	0	3	6	4	6	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	5	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	5	9	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MiFish_00235	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	77	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
MiFish_00236	0	2	0	0	0	0	0	0	0	0	0	0	2	0	3	0	3	0	0	3	2	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	4	2	0	0	0	0	0	0	0	2	0	0	0	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MiFish_00237	0	8	0	0	0	1	6	0	14	0	0	3	21	0	18	15	17	0	0	31	14	15	0	0	0	0	0	11	20	0	13	0	0	0	19	0	21	23	16	0	0	0	0	0	0	0	46	0	8	0	8	22	9	15	7	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	45	23	0	0	0	0	14	0	0	0	0	1	23	1	0	0	8	36	31	27	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MiFish_00238	0	8	0	0	0	0	2	0	9	0	0	17	14	0	32	4	16	0	1	25	14	17	0	0	0	0	0	5	11	0	10	0	0	0	13	0	18	24	6	0	0	0	0	0	0	0	30	0	7	0	9	11	11	10	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	14	0	0	0	0	14	0	0	0	0	0	13	0	0	0	14	24	13	17	0	0	0	0	1	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
MiFish_00239	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	70	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MiFish_00240	0	3	0	0	0	0	0	0	3	0	0	0	2	0	4	3	0	0	0	3	0	1	0	0	0	0	0	0	2	0	3	0	0	0	6	0	0	1	4	0	0	0	0	0	0	1	8	0	0	0	2	6	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	2	5	4	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MiFish_00241	0	9	0	0	0	0	2	0	4	0	0	3	12	1	7	7	5	0	0	10	6	6	0	0	0	0	0	8	4	1	6	0	0	0	10	0	11	18	10	0	0	0	0	0	0	0	16	0	3	0	6	5	9	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	14	0	0	0	0	3	0	0	0	0	0	3	0	0	0	4	15	4	25	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MiFish_00242	1	16	0	0	0	0	11	0	16	0	0	11	16	0	25	9	18	0	0	17	15	12	0	0	0	0	0	10	16	0	13	0	0	0	20	0	27	34	16	0	0	0	0	0	0	0	29	0	4	0	12	17	11	14	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	17	0	0	0	0	18	0	0	0	0	0	15	0	0	0	8	23	7	25	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0
MiFish_00243	0	4	0	0	0	0	1	0	7	0	0	2	15	0	9	9	6	1	0	8	9	5	0	0	0	0	0	9	6	0	8	0	0	0	12	0	19	6	10	0	0	0	0	0	0	0	24	0	5	0	4	7	3	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	11	0	0	0	0	6	0	0	0	0	0	5	0	1	0	1	10	9	14	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
MiFish_00244	0	4	0	0	0	0	2	0	7	0	0	0	5	0	6	1	7	0	0	9	4	7	0	0	0	0	0	3	3	0	4	0	0	0	15	0	4	40	7	0	0	0	0	0	0	0	7	0	4	0	8	6	3	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	5	0	0	0	0	3	0	0	1	0	0	1	0	0	0	2	4	10	9	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MiFish_00245	0	6	0	0	0	0	2	0	3	0	0	2	13	0	13	9	8	0	0	16	7	7	0	0	0	0	0	6	8	0	6	0	1	0	15	0	12	11	13	0	0	0	0	0	0	0	25	0	1	0	9	9	7	5	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	13	0	0	0	0	5	0	0	0	0	0	11	0	0	0	1	14	11	12	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
MiFish_00246	0	10	0	0	0	0	4	0	8	0	0	3	17	0	15	7	9	0	0	23	7	13	0	0	0	0	0	15	13	0	15	0	0	0	16	0	20	20	13	0	0	0	0	0	0	0	22	0	6	0	11	11	8	11	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	18	0	0	0	0	10	0	0	0	0	0	10	0	0	0	6	20	6	21	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
MiFish_00247	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	13	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MiFish_00248	0	1	0	0	0	0	1	0	1	0	0	0	2	0	3	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	3	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MiFish_00249	0	8	0	0	0	0	3	0	7	0	0	2	10	0	20	6	9	0	0	16	14	10	0	0	0	0	0	5	12	0	9	0	0	0	20	0	18	18	11	0	0	0	0	0	0	0	27	0	4	0	12	15	18	7	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	11	0	0	0	0	13	0	0	0	0	0	8	0	0	0	4	22	11	21	0	0	0	0	0	0	0	44	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
MiFish_00250	0	14	0	0	0	0	2	0	3	0	0	5	18	0	27	10	16	0	2	18	13	12	0	0	0	0	0	11	11	0	19	0	0	0	15	0	21	23	21	0	0	0	0	0	1	0	20	0	8	0	10	13	11	16	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	17	0	0	0	0	4	0	0	0	0	0	11	1	0	0	6	20	17	25	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
MiFish_00251	0	11	0	0	0	0	3	0	8	0	0	3	8	0	10	3	19	0	1	10	12	2	0	0	0	0	0	5	13	0	9	0	0	0	16	0	19	23	14	0	0	0	0	0	0	0	30	0	6	0	9	24	6	9	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	15	0	0	0	0	13	0	0	0	0	0	9	1	0	0	8	19	14	18	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
MiFish_00252	0	17	0	0	0	0	7	0	22	0	0	3	23	0	29	18	19	0	2	25	13	8	0	0	0	1	0	21	13	0	21	0	0	0	36	0	23	35	20	0	0	0	0	0	0	0	33	0	7	0	18	28	10	24	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	11	0	0	0	0	9	0	0	0	0	0	17	1	0	0	9	25	18	23	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
MiFish_00253	0	11	0	0	0	0	2	0	7	0	0	10	14	0	20	4	18	1	0	24	16	16	0	0	0	0	0	11	10	0	8	0	0	0	14	0	19	19	11	0	0	0	0	1	0	0	39	0	3	0	11	12	3	17	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	12	0	0	0	0	10	0	0	0	0	0	13	1	3331	0	16	21	24	12	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
